Unnamed: 0,Title,Author,Published,Link
,Nailfold capillaroscopy - How many fingers should be examined to detect abnormality?,"Allen, J.",Feb 2019,https://pureportal.coventry.ac.uk/en/publications/nailfold-capillaroscopy-how-many-fingers-should-be-examined-to-de
,Negotiating commissioning pathways for the successful implementation of innovative health technology in primary care,"Allen, J.",6 Sept 2019,https://pureportal.coventry.ac.uk/en/publications/negotiating-commissioning-pathways-for-the-successful-implementat
,Nurses’ and patients’ experiences and preferences of the ankle-brachial pressure index and multi-site photoplethysmography for the diagnosis of peripheral arterial disease:  A qualitative study,"Allen, J.",7 Nov 2019,https://pureportal.coventry.ac.uk/en/publications/nurses-and-patients-experiences-and-preferences-of-the-ankle-brac
,Peripheral arterial disease diagnosis and management in primary care: A qualitative study,"Allen, J.",21 Aug 2019,https://pureportal.coventry.ac.uk/en/publications/peripheral-arterial-disease-diagnosis-and-management-in-primary-c
,Quantifying the delays between multi-site photoplethysmography pulse and electrocardiogram r-r interval changes under slow-paced breathing,"Allen, J.",25 Sept 2019,https://pureportal.coventry.ac.uk/en/publications/quantifying-the-delays-between-multi-site-photoplethysmography-pu
,Recent development of respiratory rate measurement technologies,"Liu, H.",2 Aug 2019,https://pureportal.coventry.ac.uk/en/publications/recent-development-of-respiratory-rate-measurement-technologies
,Sensor Housing and Associated Disposable Element,"Allen, J.",22 Aug 2019,https://pureportal.coventry.ac.uk/en/publications/sensor-housing-and-associated-disposable-element
,Simple photoplethysmography pulse encoding technique for communicating the detection of peripheral arterial disease - A proof of concept study,"Allen, J.",30 Aug 2019,https://pureportal.coventry.ac.uk/en/publications/simple-photoplethysmography-pulse-encoding-technique-for-communic
,Tissue oxygen saturation assessment of microvascular perfusion in adults with Fontan palliation and comparator groups using vascular optical spectrophotometry: A pilot study,"Allen, J.",28 Jun 2019,https://pureportal.coventry.ac.uk/en/publications/tissue-oxygen-saturation-assessment-of-microvascular-perfusion-in
,Using a Discrete-Choice Experiment to Estimate the Preferences of Clinical Practitioners for a Novel Non-invasive Device for Diagnosis of Peripheral Arterial Disease in Primary Care,"Allen, J.",16 May 2019,https://pureportal.coventry.ac.uk/en/publications/using-a-discrete-choice-experiment-to-estimate-the-preferences-of
,A Multicenter Study of the Validity and Reliability of Responses to Hand Cold Challenge as Measured by Laser Speckle Contrast Imaging and Thermography: Outcome Measures for Systemic Sclerosis Related Raynaud's Phenomenon,,Jun 2018,https://pureportal.coventry.ac.uk/en/publications/a-multicenter-study-of-the-validity-and-reliability-of-responses-
,Innovative Multi-Site Photoplethysmography Analysis for Quantifying Pulse Amplitude and Timing Variability Characteristics in Peripheral Arterial Disease,"Allen, J.",17 Sept 2018,https://pureportal.coventry.ac.uk/en/publications/innovative-multi-site-photoplethysmography-analysis-for-quantifyi
,Innovative multi-site photoplethysmography measurement and analysis demonstrating increased arterial stiffness in paediatric heart transplant recipients,"Zheng, D.",1 Aug 2018,https://pureportal.coventry.ac.uk/en/publications/innovative-multi-site-photoplethysmography-measurement-and-analys
,Novel optical assessments of tissue composition and viability using fluorescence spectroscopy and tissue oxygenation spectrophotometry in patients with systemic sclerosis: A pilot study,"Allen, J.",2 Apr 2018,https://pureportal.coventry.ac.uk/en/publications/novel-optical-assessments-of-tissue-composition-and-viability-usi
,"Novel Signal Noise Reduction Method through Cluster Analysis, Applied to Photoplethysmography","Allen, J.",29 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/novel-signal-noise-reduction-method-through-cluster-analysis-appl
,Reliability of a novel thermal imaging system for temperature assessment of healthy feet,"Allen, J.",30 May 2018,https://pureportal.coventry.ac.uk/en/publications/reliability-of-a-novel-thermal-imaging-system-for-temperature-ass
,Systematic Review of Economic Models Used to Compare Techniques for Detecting Peripheral Arterial Disease,"Allen, J.",23 Apr 2018,https://pureportal.coventry.ac.uk/en/publications/systematic-review-of-economic-models-used-to-compare-techniques-f
,The assessment of nailfold capillaries: Comparison of dermoscopy and nailfold videocapillaroscopy,"Allen, J.",Jun 2018,https://pureportal.coventry.ac.uk/en/publications/the-assessment-of-nailfold-capillaries-comparison-of-dermoscopy-a
,A medical thermal imaging device for the prevention of diabetic foot ulceration,"Allen, J.",3 Feb 2017,https://pureportal.coventry.ac.uk/en/publications/a-medical-thermal-imaging-device-for-the-prevention-of-diabetic-f
,Deep learning identification of coronary artery disease from bilateral finger photoplethysmography sensing: A proof-of-concept study,"Allen, J.",1 Sept 2023,https://pureportal.coventry.ac.uk/en/publications/deep-learning-identification-of-coronary-artery-disease-from-bila
,Usability and preliminary efficacy of an AI-driven platform supporting dietary management in diabetes: A mixed-method study,"Bul, K.",16 Apr 2023,https://pureportal.coventry.ac.uk/en/publications/usability-and-preliminary-efficacy-of-an-ai-driven-platform-suppo-2
,Assessing hemodynamics from the photoplethysmogram to gain insights into vascular age: a review from VascAgeNet,"Allen, J.",1 Apr 2022,https://pureportal.coventry.ac.uk/en/publications/assessing-hemodynamics-from-the-photoplethysmogram-to-gain-insigh
,"Book Pitch article on Photoplethysmography: technology, signal analysis and applications","Allen, J.",25 May 2022,https://pureportal.coventry.ac.uk/en/publications/book-pitch-article-on-photoplethysmography-technology-signal-anal
,Ethnic Disparities in Publicly-available Pulse Oximetry Databases,"Allen, J.",27 May 2022,https://pureportal.coventry.ac.uk/en/publications/ethnic-disparities-in-publicly-available-pulse-oximetry-databases
,Novel pulse device for diagnosis of peripheral arterial disease (NOTEPAD): ISRCTN13301188,"Allen, J.",24 Oct 2022,https://pureportal.coventry.ac.uk/en/publications/novel-pulse-device-for-diagnosis-of-peripheral-arterial-disease-n
,Prospective assessment of the diagnostic accuracy of multi-site photoplethysmography pulse measurements for diagnosis of peripheral artery disease in primary care,"Allen, J.",18 Aug 2022,https://pureportal.coventry.ac.uk/en/publications/prospective-assessment-of-the-diagnostic-accuracy-of-multi-site-p
,Usability and preliminary efficacy of an AI-driven platform supporting dietary management in diabetes: A mixed-method study,"Bul, K.",21 Nov 2022,https://pureportal.coventry.ac.uk/en/publications/usability-and-preliminary-efficacy-of-an-ai-driven-platform-suppo
,Validation of a Standardised Duplex Ultrasound Classification System for the Reporting and Grading of Peripheral Arterial Disease,"Allen, J.",1 Aug 2022,https://pureportal.coventry.ac.uk/en/publications/validation-of-a-standardised-duplex-ultrasound-classification-sys
,Deep learning based photoplethysmography classification for peripheral arterial disease detection: a proof-of-concept study,"Allen, J.",17 Jun 2021,https://pureportal.coventry.ac.uk/en/publications/deep-learning-based-photoplethysmography-classification-for-perip
,Explorations in skin temperature and objective skin colour measurements in Raynaud's phenomenon: A pilot study,"Allen, J.",1 Aug 2021,https://pureportal.coventry.ac.uk/en/publications/explorations-in-skin-temperature-and-objective-skin-colour-measur
,Filtering-induced time shifts in photoplethysmography pulse features measured at different body sites: the importance of filter definition and standardization,"Liu, H.",28 Jul 2021,https://pureportal.coventry.ac.uk/en/publications/filtering-induced-time-shifts-in-photoplethysmography-pulse-featu
,Low frequency variability in photoplethysmography and autonomic function assessment,"Allen, J.",1 Nov 2021,https://pureportal.coventry.ac.uk/en/publications/low-frequency-variability-in-photoplethysmography-and-autonomic-f
,"Photoplethysmography: Technology, Signal Analysis and Applications","Allen, J. (ed.)",1 Nov 2021,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-technology-signal-analysis-and-applications
,Photoplethysmography (PPG): State-of-the-art methods and applications,"Allen, J.",24 Nov 2021,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-ppg-state-of-the-art-methods-and-application
,Photoplethysmography for the assessment of peripheral vascular disease,"Allen, J.",3 Nov 2021,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-for-the-assessment-of-peripheral-vascular-di
,Photoplethysmography signal processing and synthesis,"Allen, J.",1 Nov 2021,https://pureportal.coventry.ac.uk/en/publications/photoplethysmography-signal-processing-and-synthesis
,Reliability of the Edinburgh Claudication Questionnaire for identifying symptomatic PAD in General Practice,"Allen, J.",May 2021,https://pureportal.coventry.ac.uk/en/publications/reliability-of-the-edinburgh-claudication-questionnaire-for-ident
,The power of light in medicine - challenges and opportunities in vascular optics,"Allen, J.",1 Apr 2021,https://pureportal.coventry.ac.uk/en/publications/the-power-of-light-in-medicine-challenges-and-opportunities-in-va
,The striking need for age diverse pulse oximeter databases,"Allen, J.",1 Dec 2021,https://pureportal.coventry.ac.uk/en/publications/the-striking-need-for-age-diverse-pulse-oximeter-databases
,Accuracy of Peripheral Arterial Disease Registers in UK General Practice:  Case-Control Study,"Allen, J.",2020,https://pureportal.coventry.ac.uk/en/publications/accuracy-of-peripheral-arterial-disease-registers-in-uk-general-p
,Advancing PPG signal quality and know-how through knowledge translation - from experts to student and researcher,"Zheng, D.",21 Dec 2020,https://pureportal.coventry.ac.uk/en/publications/advancing-ppg-signal-quality-and-know-how-through-knowledge-trans
,Age-related changes in pulse risetime measured by multi-site photoplethysmography,"Allen, J.",2020,https://pureportal.coventry.ac.uk/en/publications/age-related-changes-in-pulse-risetime-measured-by-multi-site-phot
,Assessment of Hypertension Using Clinical Electrocardiogram Features: A First-Ever Review,"Allen, J.",4 Dec 2020,https://pureportal.coventry.ac.uk/en/publications/assessment-of-hypertension-using-clinical-electrocardiogram-featu
,Cuffless Single-Site Photoplethysmography for Blood Pressure Monitoring,"Zheng, D.",7 Mar 2020,https://pureportal.coventry.ac.uk/en/publications/cuffless-single-site-photoplethysmography-for-blood-pressure-moni
,Infrared thermography and ulcer prevention in the high-risk diabetic foot: data from a single-blind multicentre controlled clinical trial,"Allen, J.",Jan 2020,https://pureportal.coventry.ac.uk/en/publications/infrared-thermography-and-ulcer-prevention-in-the-high-risk-diabe
,Multimodal Photoplethysmography-Based Approaches for Improved Detection of Hypertension,"Zheng, D.",22 Apr 2020,https://pureportal.coventry.ac.uk/en/publications/multimodal-photoplethysmography-based-approaches-for-improved-det
,PPGSynth: An innovative toolbox for synthesizing regular and irregular photoplethysmography waveforms,"Allen, J.",2 Nov 2020,https://pureportal.coventry.ac.uk/en/publications/ppgsynth-an-innovative-toolbox-for-synthesizing-regular-and-irreg
,Between visit variability of thermal imaging of feet in people attending podiatric clinics with diabetic neuropathy at high risk of developing foot ulcers,"Allen, J.",2 Sept 2019,https://pureportal.coventry.ac.uk/en/publications/between-visit-variability-of-thermal-imaging-of-feet-in-people-at
,Focus collection on thermal imaging in medicine,"Allen, J.",30 Oct 2019,https://pureportal.coventry.ac.uk/en/publications/focus-collection-on-thermal-imaging-in-medicine
,Multi-Site Photoplethysmography Technology for Blood Pressure Assessment: Challenges and Recommendations,"Zheng, D.",1 Nov 2019,https://pureportal.coventry.ac.uk/en/publications/multi-site-photoplethysmography-technology-for-blood-pressure-ass
,Nailfold capillaroscopy - How many fingers should be examined to detect abnormality?,"Allen, J.",Feb 2019,https://pureportal.coventry.ac.uk/en/publications/nailfold-capillaroscopy-how-many-fingers-should-be-examined-to-de
